Unique,AgeEntry,PolicyTerm,SumAssured
A007545,25,5,2131485
A007546,46,10,3283309
A007547,65,30,7425583
A007548,21,10,4642354
A007549,57,10,1077322
A007550,48,20,9670800
A007551,51,20,3802162
A007552,48,20,7840676
A007553,25,1,5056280
A007554,62,30,6501425
A007555,25,10,2616343
A007556,44,5,5646519
A007557,31,20,5189187
A007558,62,1,9318712
A007559,56,5,9293810
A007560,44,30,4182794
A007561,56,1,2389717
A007562,55,5,9314115
A007563,63,5,6037233
A007564,30,20,9259734
A007565,37,1,8647190
A007566,32,1,5952323
A007567,19,30,5875643
A007568,33,1,5223319
A007569,27,30,1989602
A007570,19,30,5386735
A007571,54,30,1065054
A007572,58,5,448841
A007573,52,5,2775228
A007574,55,20,1099990
A007575,60,20,219581
A007576,25,20,4043625
A007577,23,20,7272136
A007578,32,30,7527376
A007579,56,30,7925597
A007580,43,5,417401
A007581,57,10,8556545
A007582,60,10,8204062
A007583,29,1,8467510
A007584,26,10,9767050
A007585,49,20,9396344
A007586,35,10,8647427
A007587,58,30,4024772
A007588,27,20,5159485
A007589,27,20,1718754
A007590,59,10,9666559
A007591,28,30,3829447
A007592,52,30,6166598
A007593,29,20,7609855
A007594,55,10,4555039
A007595,65,1,7945911
A007596,61,10,2203085
A007597,24,10,3853555
A007598,42,1,6433252
A007599,47,30,7147861
A007600,66,20,662424
A007601,19,10,968041
A007602,43,1,519069
A007603,43,1,6691852
A007604,50,30,4079533
A007605,61,20,2997315
A007606,19,1,7679762
A007607,42,10,7845452
A007608,43,20,7547595
A007609,21,5,8425475
A007610,51,5,2233794
A007611,68,1,5320221
A007612,46,1,4419852
A007613,60,10,3896265
A007614,65,1,4362029
A007615,41,30,2443483
A007616,44,5,3906582
A007617,43,10,5046375
A007618,50,20,2666137
A007619,53,10,3016782
A007620,67,10,7357986
A007621,43,10,7945817
A007622,33,5,5796068
A007623,44,30,6441111
A007624,49,10,7073966
A007625,68,10,611465
A007626,38,1,1711707
A007627,58,5,9708335
A007628,62,10,8665064
A007629,21,30,1390359
A007630,41,5,1925254
A007631,40,1,316562
A007632,53,30,696870
A007633,20,10,7562656
A007634,34,10,1277475
A007635,30,1,7925524
A007636,23,20,7109383
A007637,20,1,7855558
A007638,41,5,8498782
A007639,42,20,7586340
A007640,52,1,4949482
A007641,33,30,6767834
A007642,69,30,5818922
A007643,41,20,3899024
A007644,24,1,6213330
A007645,41,20,8576558
A007646,38,10,602293
A007647,38,5,6906019
A007648,24,30,6508967
A007649,35,1,5534223
A007650,58,1,6732108
A007651,52,10,9845356
A007652,58,5,3901964
A007653,32,30,6050722
A007654,48,1,5778504
A007655,51,30,9435574
A007656,65,20,8895249
A007657,50,10,8979149
A007658,65,10,4072100
A007659,44,1,3059062
A007660,48,1,8295556
A007661,23,30,5938117
A007662,54,30,2148496
A007663,28,1,1722252
A007664,50,20,6353784
A007665,46,20,9264838
A007666,53,10,9939114
A007667,63,20,7380491
A007668,56,20,5025117
A007669,55,1,7769565
A007670,57,5,2073857
A007671,25,30,9399123
A007672,49,20,3531608
A007673,55,20,1700356
A007674,49,20,2161285
A007675,26,30,7020044
A007676,54,20,8477660
A007677,60,30,4111260
A007678,20,20,9610821
A007679,28,1,656327
A007680,66,30,7923778
A007681,41,20,7059896
A007682,19,5,565291
A007683,63,10,1563753
A007684,52,1,7156642
A007685,55,5,8868883
A007686,51,1,7539219
A007687,61,20,3748228
A007688,48,20,2428679
A007689,21,5,5691502
A007690,20,1,5274509
A007691,52,5,7435479
A007692,63,10,2151403
A007693,42,30,8764332
A007694,68,1,1408947
A007695,26,10,8722802
A007696,30,5,636409
A007697,31,20,419245
A007698,22,20,8414121
A007699,44,10,5351970
A007700,47,5,9883060
A007701,34,5,2300333
A007702,54,20,8536747
A007703,20,1,2846551
A007704,46,20,6016449
A007705,66,10,9746689
A007706,29,30,6967199
A007707,32,10,1027578
A007708,19,5,6945277
A007709,63,10,2365177
A007710,64,5,1192145
A007711,64,30,5120480
A007712,45,30,2292487
A007713,27,20,9351617
A007714,50,30,9472270
A007715,59,30,9279497
A007716,35,1,2973948
A007717,57,10,6613433
A007718,67,30,5851063
A007719,30,10,9977730
A007720,43,20,8340253
A007721,24,10,6357715
A007722,53,5,4478083
A007723,47,30,3051385
A007724,40,10,6556275
A007725,67,30,3443238
A007726,34,20,8833896
A007727,37,5,1443848
A007728,61,20,7712178
A007729,61,10,8994671
A007730,46,1,6508396
A007731,38,5,9141784
A007732,50,5,8850010
A007733,23,20,2064587
A007734,37,5,6546905
A007735,45,30,8223056
A007736,60,5,5657631
A007737,20,20,4682240
A007738,19,20,7916837
A007739,27,1,7343218
A007740,44,20,7039065
A007741,36,30,4876292
A007742,54,1,4559293
A007743,53,30,8802683
A007744,50,5,460732
A007745,49,10,2758755
A007746,29,1,1039834
A007747,19,20,4557097
A007748,39,1,5373848
A007749,49,30,7156263
A007750,49,5,4871689
A007751,61,5,216900
A007752,22,5,2627799
A007753,30,1,8930456
A007754,35,30,3379491
A007755,55,10,3743647
A007756,44,10,2876437
A007757,51,5,221523
A007758,65,10,8873361
A007759,43,10,7061969
A007760,42,5,7535614
A007761,41,10,9978375
A007762,34,30,991798
A007763,30,5,7674477
A007764,39,10,4067052
A007765,66,10,1772318
A007766,28,10,7910676
A007767,35,5,1383922
A007768,56,30,4799330
A007769,64,30,3936380
A007770,26,1,9257940
A007771,26,10,3657810
A007772,57,20,649310
A007773,26,10,7312884
A007774,31,30,3342293
A007775,30,5,1391365
A007776,36,30,8857707
A007777,45,20,8306794
A007778,28,20,3144492
A007779,39,30,1142566
A007780,24,10,1407869
A007781,29,5,7794561
A007782,43,5,4045116
A007783,27,30,7414800
A007784,31,20,9719306
A007785,24,1,5403541
A007786,49,1,5972487
A007787,22,10,1157354
A007788,66,30,9751934
A007789,58,10,7241894
A007790,24,20,4301111
A007791,33,10,8252387
A007792,65,10,558570
A007793,40,20,4373203
A007794,44,10,3103598
A007795,21,20,1251177
A007796,50,5,9683233
A007797,49,1,8976292
A007798,50,30,9932726
A007799,23,10,9521191
A007800,45,30,5166635
A007801,38,1,1861342
A007802,38,20,1649758
A007803,63,20,4048710
A007804,35,20,262521
A007805,53,30,371085
A007806,45,20,2695216
A007807,46,1,7346003
A007808,23,1,80825
A007809,45,1,8503475
A007810,26,5,449602
A007811,28,30,4997571
A007812,50,20,2149979
A007813,69,30,1397565
A007814,42,20,3084724
A007815,54,20,7095645
A007816,22,10,697046
A007817,36,30,7845425
A007818,42,30,4974290
A007819,55,5,3930540
A007820,34,10,2535086
A007821,33,20,9286792
A007822,50,5,886032
A007823,52,30,4124884
A007824,24,20,1373894
A007825,55,20,5495256
A007826,38,30,5396018
A007827,56,1,4530252
A007828,26,30,3835023
A007829,54,1,3957037
A007830,50,10,2055980
A007831,68,20,475997
A007832,22,10,5726879
A007833,43,20,9802439
A007834,40,20,6037239
A007835,51,1,3656258
A007836,57,10,1923270
A007837,31,1,8717207
A007838,27,20,6572371
A007839,34,20,3096771
A007840,27,30,7565629
A007841,49,1,6180471
A007842,25,20,7188514
A007843,60,5,1623269
A007844,49,10,9050987
A007845,42,20,2125178
A007846,59,30,4674499
A007847,28,1,3349243
A007848,42,20,6040411
A007849,37,30,1336162
A007850,42,30,8580008
A007851,40,1,9658943
A007852,59,5,1851117
A007853,64,1,1086966
A007854,65,10,1263575
A007855,31,1,5424313
A007856,51,30,6092370
A007857,57,20,3494111
A007858,47,30,7621258
A007859,25,1,9431564
A007860,22,1,7841846
A007861,35,10,7884101
A007862,38,30,2780257
A007863,38,10,5449106
A007864,23,20,1715435
A007865,57,1,5427970
A007866,52,10,8897424
A007867,32,1,166164
A007868,26,30,7273695
A007869,36,5,6748463
A007870,24,10,8711236
A007871,62,1,238068
A007872,64,10,686180
A007873,43,5,7427145
A007874,58,10,4496228
A007875,52,1,1907312
A007876,22,5,5379736
A007877,68,10,4069279
A007878,37,10,237427
A007879,69,5,7359156
A007880,56,30,9572849
A007881,39,20,7806697
A007882,19,20,8869031
A007883,27,1,5463954
A007884,34,20,577268
A007885,28,20,1691519
A007886,68,20,851195
A007887,25,30,9954660
A007888,51,5,4416435
A007889,67,20,5273512
A007890,27,1,2592165
A007891,44,10,8887136
A007892,25,10,7108568
A007893,57,10,2790729
A007894,67,30,534199
A007895,28,5,7631361
A007896,64,20,1376270
A007897,58,1,174269
A007898,51,10,491962
A007899,49,1,6910028
A007900,65,10,612709
A007901,30,1,7410631
A007902,19,1,5569668
A007903,25,10,915888
A007904,38,20,9383362
A007905,35,5,7342060
A007906,25,5,4221341
A007907,58,5,2248910
A007908,49,20,189972
A007909,48,1,1979457
A007910,54,5,3130283
A007911,42,20,2769225
A007912,24,10,1043492
A007913,38,10,9233549
A007914,50,30,4310324
A007915,35,10,2614718
A007916,20,1,9668076
A007917,61,20,7503673
A007918,45,10,3434662
A007919,25,5,7334145
A007920,26,5,3462217
A007921,44,30,1776681
A007922,62,20,3484339
A007923,64,20,2646663
A007924,53,20,9309680
A007925,53,10,4107382
A007926,29,20,949297
A007927,21,1,605184
A007928,45,30,972994
A007929,59,5,2786694
A007930,33,30,9593948
A007931,32,10,7021263
A007932,24,20,9686019
A007933,69,5,1411083
A007934,45,30,3691488
A007935,24,30,1403835
A007936,45,20,3423550
A007937,26,1,1257120
A007938,20,1,2307725
A007939,38,30,3945579
A007940,40,20,2740689
A007941,41,30,9113946
A007942,62,10,6048674
A007943,29,1,4849385
A007944,26,5,2850802
A007945,27,1,3694966
A007946,47,5,8577856
A007947,50,30,1106075
A007948,24,30,2453068
A007949,21,30,2500403
A007950,63,20,3418821
A007951,59,5,4991467
A007952,37,10,9474786
A007953,31,1,9396173
A007954,21,30,2914293
A007955,44,5,6482819
A007956,43,10,8982933
A007957,32,5,2810120
A007958,27,10,2879335
A007959,30,10,8950239
A007960,64,10,5257334
A007961,31,10,3047876
A007962,61,5,5571233
A007963,58,20,5581684
A007964,54,10,4724024
A007965,26,30,4653514
A007966,39,30,8666279
A007967,51,1,8266967
A007968,67,1,2309132
A007969,55,30,6304734
A007970,51,30,892232
A007971,32,1,7032861
A007972,38,5,2534868
A007973,31,30,442871
A007974,40,10,7658460
A007975,46,20,2617366
A007976,58,5,8949594
A007977,36,20,8903423
A007978,52,5,7223392
A007979,24,1,2146317
A007980,24,1,9926824
A007981,43,20,229857
A007982,58,20,4697720
A007983,55,1,334721
A007984,59,20,887049
A007985,46,5,7422967
A007986,48,10,1248460
A007987,34,1,7766393
A007988,56,1,7475968
A007989,56,20,1627988
A007990,67,30,9979895
A007991,45,5,7924195
A007992,49,20,5552159
A007993,52,10,3752247
A007994,42,1,3748053
A007995,55,1,9260274
A007996,53,1,755928
A007997,66,20,3500014
A007998,67,1,432994
A007999,22,1,756076
A008000,56,5,6141914
A008001,21,5,7874661
A008002,34,5,5097093
A008003,52,30,9401718
A008004,48,30,6730970
A008005,47,10,8796625
A008006,46,1,6211899
A008007,28,10,560130
A008008,35,1,6735931
A008009,19,1,3945490
A008010,52,1,6578721
A008011,33,30,2565710
A008012,67,30,5267024
A008013,69,30,8663956
A008014,27,1,1288062
A008015,29,5,1096395
A008016,68,1,4880044
A008017,61,30,594101
A008018,44,5,2546735
A008019,62,1,4077974
A008020,36,10,1465099
A008021,45,1,2086901
A008022,49,20,1545882
A008023,35,10,5826631
A008024,29,1,9736412
A008025,36,1,9076876
A008026,44,10,9725625
A008027,58,1,3823320
A008028,28,30,5594159
A008029,62,20,7827230
A008030,29,5,9116283
A008031,58,10,4759707
A008032,32,20,9386363
A008033,62,20,9685273
A008034,31,1,689512
A008035,50,20,3905727
A008036,37,30,5780569
A008037,37,20,6457292
A008038,58,30,9476281
A008039,62,5,9707014
A008040,28,30,9890813
A008041,35,20,1625356
A008042,40,20,9319968
A008043,46,20,3852055
A008044,36,30,1861101
A008045,46,30,6443104
A008046,46,20,3986798
A008047,41,10,1147289
A008048,57,30,5377008
A008049,63,10,423565
A008050,57,5,3801797
A008051,34,5,5313452
A008052,63,5,3487100
A008053,61,1,5609497
A008054,20,10,7530629
A008055,47,20,4844563
A008056,35,30,8575213
A008057,65,5,4766389
A008058,22,20,6711815
A008059,65,1,5722634
A008060,45,30,514195
A008061,34,30,212356
A008062,35,1,4743218
A008063,36,1,4555168
A008064,59,30,9788706
A008065,32,5,9357257
A008066,69,1,8369626
A008067,49,20,8830157
A008068,21,10,2537946
A008069,51,30,1020286
A008070,26,1,8600969
A008071,20,30,4959537
A008072,65,30,4484555
A008073,22,20,6545909
A008074,61,20,4229201
A008075,42,20,751469
A008076,66,10,2775584
A008077,34,20,3557263
A008078,41,20,9699453
A008079,39,20,3230894
A008080,31,5,108806
A008081,56,10,4268330
A008082,58,1,645534
A008083,38,10,7444075
A008084,41,1,5523385
A008085,53,20,9412847
A008086,34,5,2762465
A008087,50,30,2168277
A008088,33,5,4964172
A008089,28,20,2671564
A008090,23,30,5703749
A008091,23,1,2282446
A008092,29,1,5523451
A008093,40,30,2272147
A008094,43,30,3918954
A008095,41,10,670087
A008096,40,5,3921066
A008097,45,5,2761648
A008098,33,1,421800
A008099,39,1,6149533
A008100,31,1,9509845
A008101,64,30,7399756
A008102,24,1,7951960
A008103,64,5,2736349
A008104,41,30,7913908
A008105,61,20,8601347
A008106,46,1,2284327
A008107,50,5,1758259
A008108,28,20,3416768
A008109,22,5,8369467
A008110,40,10,1550225
A008111,57,30,1956610
A008112,32,20,8190540
A008113,31,20,8508530
A008114,39,10,4058802
A008115,49,20,3202134
A008116,56,5,6821985
A008117,57,5,7160041
A008118,61,20,7903555
A008119,34,30,3131552
A008120,30,1,5526155
A008121,31,10,5032054
A008122,21,1,1497379
A008123,53,30,2707410
A008124,31,1,2965889
A008125,20,30,6940773
A008126,30,1,8500749
A008127,29,20,8150308
A008128,19,30,3635020
A008129,58,20,1092379
A008130,20,1,3523975
A008131,44,5,5578160
A008132,32,20,7571987
A008133,66,5,4308817
A008134,65,10,4051546
A008135,32,5,3010127
A008136,56,1,9542112
A008137,52,5,7969589
A008138,62,20,9724422
A008139,47,30,2552220
A008140,67,10,4349747
A008141,24,1,4841879
A008142,41,10,6964681
A008143,22,5,2453072
A008144,23,5,2773720
A008145,62,20,7868252
A008146,46,30,1396129
A008147,53,20,4694163
A008148,69,10,4960265
A008149,60,30,3369851
A008150,68,30,8058569
A008151,38,10,9711200
A008152,23,30,3955220
A008153,24,5,6233032
A008154,61,10,6076596
A008155,65,10,5388930
A008156,50,20,9748568
A008157,37,30,7631690
A008158,27,20,748010
A008159,59,1,7782670
A008160,30,10,6264099
A008161,69,10,5648103
A008162,53,10,3966542
A008163,24,5,8390744
A008164,39,5,5774588
A008165,42,5,7137620
A008166,68,30,5619613
A008167,65,1,7036130
A008168,57,20,5431710
A008169,27,20,1400016
A008170,55,10,6584339
A008171,46,5,3718197
A008172,60,20,6748007
A008173,24,30,5604788
A008174,66,1,5387173
A008175,25,30,8449426
A008176,43,10,6659616
A008177,26,10,3925763
A008178,26,10,9360330
A008179,51,20,2586975
A008180,66,30,3910406
A008181,35,5,5304216
A008182,64,30,5014474
A008183,52,10,9107057
A008184,49,30,9401019
A008185,49,20,8389761
A008186,21,10,7463551
A008187,29,10,1890611
A008188,51,5,8776786
A008189,56,5,105846
A008190,68,20,2260187
A008191,20,30,8315456
A008192,36,1,7495999
A008193,52,20,1129345
A008194,39,10,4233157
A008195,43,10,2492947
A008196,56,30,6203211
A008197,29,1,7392566
A008198,40,1,7056128
A008199,38,30,1274132
A008200,42,10,1900190
A008201,47,20,7754321
A008202,31,10,5936177
A008203,19,1,5769911
A008204,37,1,9486660
A008205,44,10,6649912
A008206,30,1,4288577
A008207,36,5,3224484
A008208,38,5,9758476
A008209,26,30,970179
A008210,19,10,1042204
A008211,32,30,2322292
A008212,29,10,6673017
A008213,25,10,482356
A008214,40,1,6868559
A008215,41,20,8647701
A008216,20,10,4809159
A008217,41,1,580393
A008218,42,30,8642804
A008219,49,1,85561
A008220,62,10,2449153
A008221,55,20,165408
A008222,43,1,452736
A008223,20,20,169861
A008224,24,30,8115686
A008225,32,5,280029
A008226,49,30,3551110
A008227,46,5,9085741
A008228,32,10,8538394
A008229,51,20,9155275
A008230,45,10,1273713
A008231,32,20,1742753
A008232,58,30,9886171
A008233,23,10,5496245
A008234,47,5,3588225
A008235,35,5,191152
A008236,64,10,8639002
A008237,57,10,1664099
A008238,34,30,3653303
A008239,26,10,9161027
A008240,69,1,2851094
A008241,64,5,1381098
A008242,20,30,2912104
A008243,57,30,9811728
A008244,68,20,5707754
A008245,32,1,3382009
A008246,63,30,7234774
A008247,66,5,3884598
A008248,63,1,2448294
A008249,50,30,2518735
A008250,23,1,2929233
A008251,65,30,3081056
A008252,43,5,8635703
A008253,33,1,4313890
A008254,27,20,4677410
A008255,20,10,2493523
A008256,49,30,922931
A008257,27,10,2838049
A008258,37,1,7877071
A008259,63,20,6065585
A008260,25,20,1629530
A008261,41,10,3355662
A008262,33,1,9258206
A008263,64,30,1629644
A008264,31,1,5346114
A008265,62,1,2337259
A008266,64,20,4495315
A008267,37,30,9466690
A008268,60,20,774043
A008269,44,30,740140
A008270,21,10,9134633
A008271,60,10,5242037
A008272,67,10,9495293
A008273,52,1,5339401
A008274,37,10,4790770
A008275,54,10,8324505
A008276,59,5,4108070
A008277,47,10,3037648
A008278,41,5,4403117
A008279,62,5,1741467
A008280,36,30,7726690
A008281,37,5,2570640
A008282,26,10,8741776
A008283,67,1,4962907
A008284,38,20,7015029
A008285,59,30,3350408
A008286,67,5,8853798
A008287,23,20,4639281
A008288,41,5,8523395
A008289,59,10,5774492
A008290,65,30,8414208
A008291,31,10,5200214
A008292,67,5,1928427
A008293,61,30,8978268
A008294,29,5,4891082
A008295,40,5,2223162
A008296,68,5,7971063
A008297,53,30,7275157
A008298,31,5,1290392
A008299,40,1,707353
A008300,66,20,3825839
A008301,35,30,5436597
A008302,44,1,7754820
A008303,58,5,5520127
A008304,49,1,7138217
A008305,41,20,6043423
A008306,20,5,3335085
A008307,60,30,3614909
A008308,31,10,84895
A008309,47,30,85845
A008310,34,10,5840265
A008311,63,10,3838679
A008312,25,30,2593466
A008313,37,1,7834457
A008314,41,10,4879558
A008315,27,30,975297
A008316,24,1,5434787
A008317,46,1,9461281
A008318,55,30,9801629
A008319,56,20,2011623
A008320,33,20,7168516
A008321,69,10,1851084
A008322,20,5,5733229
A008323,25,5,3192747
A008324,20,20,1731261
A008325,50,1,7739605
A008326,40,1,936491
A008327,59,1,5543619
A008328,67,1,7858016
A008329,48,5,293410
A008330,26,30,135116
A008331,52,1,1997831
A008332,64,1,4082024
A008333,55,5,2697010
A008334,43,5,1541610
A008335,21,1,2160136
A008336,38,5,8815324
A008337,47,30,7924736
A008338,51,1,5776472
A008339,40,20,8236164
A008340,31,5,9094541
A008341,68,20,6257035
A008342,58,5,1459162
A008343,58,30,1352375
A008344,61,10,8923435
A008345,29,1,4509513
A008346,65,20,753607
A008347,50,5,2572437
A008348,57,30,3322596
A008349,30,5,3643202
A008350,60,30,7643843
A008351,45,5,4668165
A008352,25,10,2263148
A008353,27,10,8388081
A008354,24,20,3144620
A008355,42,5,8945954
A008356,45,10,3256088
A008357,65,20,8851919
A008358,20,1,6842408
A008359,34,30,3868819
A008360,40,1,1856268
A008361,30,1,8728277
A008362,41,1,6703983
A008363,49,20,7329443
A008364,41,5,4628907
A008365,30,20,3913250
A008366,57,20,3964012
A008367,59,1,602085
A008368,49,5,6913026
A008369,27,30,532535
A008370,55,30,9066311
A008371,25,5,146661
A008372,36,10,1475428
A008373,41,5,216021
A008374,24,30,3767255
A008375,20,10,9271561
A008376,47,30,1015243
A008377,25,5,5719976
A008378,62,10,3710618
A008379,61,30,9055762
A008380,28,20,2909954
A008381,68,20,4641797
A008382,59,20,842864
A008383,69,10,8665952
A008384,22,30,2117743
A008385,25,30,78383
A008386,49,1,4576848
A008387,64,30,7571598
A008388,54,30,6681191
A008389,58,30,8426297
A008390,53,5,4307238
A008391,64,30,7648947
A008392,56,5,7197341
A008393,66,10,2791788
A008394,48,30,8050123
A008395,50,30,8517666
A008396,35,5,3662272
A008397,31,5,786379
A008398,64,10,7606194
A008399,37,1,5628914
A008400,46,30,1690921
A008401,62,30,5279020
A008402,62,1,6471488
A008403,64,5,6621079
A008404,42,30,3804588
A008405,49,10,6587326
A008406,57,10,6732345
A008407,59,30,6211804
A008408,62,30,180426
A008409,22,30,2263709
A008410,33,5,6371631
A008411,28,30,1159661
A008412,40,5,7050234
A008413,26,30,7339497
A008414,68,10,6663849
A008415,61,10,8160249
A008416,52,1,6982018
A008417,35,1,5819062
A008418,67,20,9661768
A008419,60,20,7050662
A008420,48,5,2077265
A008421,54,1,7101666
A008422,26,5,8886606
A008423,64,10,1383619
A008424,53,20,5778176
A008425,28,20,3132693
A008426,39,1,1067273
A008427,53,5,3522564
A008428,28,1,5920688
A008429,59,20,6224993
A008430,26,30,8617805
A008431,41,5,99965
A008432,61,10,122768
A008433,26,30,4075598
A008434,36,10,7683968
A008435,28,30,3903174
A008436,58,5,8158838
A008437,23,5,6851195
A008438,56,10,2083317
A008439,56,5,2926646
A008440,31,1,7609702
A008441,59,30,431098
A008442,42,10,7227003
A008443,49,10,8948595
A008444,48,5,9425637
A008445,44,20,837934
A008446,49,1,9897031
A008447,36,1,1975406
A008448,28,1,150059
A008449,54,20,5667003
A008450,52,5,642112
A008451,56,20,9672520
A008452,30,30,8015985
A008453,26,1,3032034
A008454,41,30,2152061
A008455,26,30,9048098
A008456,49,5,4111972
A008457,67,20,2036438
A008458,48,10,1117169
A008459,66,1,4113377
A008460,45,20,4832098
A008461,61,10,3466257
A008462,21,30,4468148
A008463,35,30,8735196
A008464,42,10,8147379
A008465,53,1,6422795
A008466,27,1,203654
A008467,33,20,7144688
A008468,55,10,1677167
A008469,44,30,8063772
A008470,30,5,4074569
A008471,58,20,4904376
A008472,66,30,2147459
A008473,54,20,2710498
A008474,28,5,3032840
A008475,31,20,3340275
A008476,62,20,6104312
A008477,22,1,2226557
A008478,66,30,6968487
A008479,35,10,886228
A008480,62,1,8810657
A008481,68,1,8579412
A008482,31,30,4711013
A008483,29,5,5132817
A008484,43,10,9560385
A008485,25,20,6960487
A008486,57,30,2357974
A008487,32,1,6733534
A008488,21,1,8853679
A008489,54,30,1842705
A008490,48,30,9354437
A008491,57,1,7447496
A008492,47,20,1265969
A008493,33,5,1553141
A008494,28,10,4878306
A008495,37,10,7689342
A008496,44,20,1259344
A008497,62,10,7473814
A008498,62,30,8270365
A008499,61,30,5636957
A008500,21,20,2191415
A008501,45,30,8492630
A008502,48,1,2126996
A008503,42,1,519017
A008504,48,5,2337333
A008505,22,5,5089067
A008506,43,1,7668105
A008507,28,1,3631208
A008508,55,5,476259
A008509,35,10,1392536
A008510,30,30,8906807
A008511,37,20,1503165
A008512,64,30,5473251
A008513,28,5,9932666
A008514,45,20,3690422
A008515,34,10,6040268
A008516,36,30,857513
A008517,50,20,8192839
A008518,46,20,126695
A008519,23,5,1633630
A008520,21,5,1652472
A008521,38,1,9644189
A008522,67,10,389557
A008523,39,1,5491524
A008524,58,20,5653684
A008525,58,10,8198931
A008526,67,5,4083152
A008527,35,20,7067120
A008528,29,5,3295384
A008529,49,1,5335655
A008530,45,30,4888474
A008531,42,30,1859055
A008532,60,20,8300571
A008533,69,30,6836965
A008534,48,5,7963583
A008535,20,30,1276017
A008536,48,1,8795369
A008537,47,30,2658408
A008538,38,1,169243
A008539,30,10,4905258
A008540,40,20,5820765
A008541,47,1,3064234
A008542,52,30,3211647
A008543,37,20,5593265
A008544,28,30,1166417
A008545,37,5,506143
A008546,46,10,455447
A008547,46,30,5875871
A008548,60,30,2045655
A008549,56,1,4871061
A008550,65,5,1392546
A008551,69,20,7604360
A008552,40,30,9734785
A008553,31,30,1210339
A008554,56,10,1441381
A008555,65,20,6588906
A008556,32,1,3614791
A008557,37,1,5521144
A008558,55,10,9515921
A008559,55,10,2462638
A008560,60,5,753333
A008561,28,1,8119997
A008562,25,5,4726903
A008563,23,5,1525435
A008564,56,20,660498
A008565,53,30,3258945
A008566,26,5,9004530
A008567,50,5,3203878
A008568,21,20,6681771
A008569,49,1,8377621
A008570,60,30,4907895
A008571,49,30,4917299
A008572,51,10,5172157
A008573,62,5,6232405
A008574,65,20,2508874
A008575,44,1,9930031
A008576,38,10,7375866
A008577,53,30,5040093
A008578,65,1,7493102
A008579,54,30,6439576
A008580,20,20,8241642
A008581,67,5,3056093
A008582,37,10,5324614
A008583,35,1,9396772
A008584,23,30,6916103
A008585,68,10,5750756
A008586,54,1,2391131
A008587,48,1,7886917
A008588,26,10,5736161
A008589,55,1,4560903
A008590,44,20,2872956
A008591,28,30,2318768
A008592,25,5,9864014
A008593,40,5,1786749
A008594,67,30,128136
A008595,66,20,8146382
A008596,45,30,2742466
A008597,51,30,8872258
A008598,29,1,9620637
A008599,57,5,4148854
A008600,58,10,4732229
A008601,28,30,9676660
A008602,23,10,6026247
A008603,24,20,7283179
A008604,42,30,4710509
A008605,53,1,2377970
A008606,20,10,3983142
A008607,43,20,921961
A008608,30,1,8248221
A008609,47,5,3034935
A008610,43,30,7730986
A008611,46,5,2985713
A008612,42,10,8658460
A008613,56,30,7573851
A008614,42,5,9500698
A008615,35,30,8952567
A008616,49,1,2127296
A008617,59,30,9406952
A008618,69,30,1479846
A008619,33,1,9440145
A008620,50,10,5534453
A008621,26,1,8885731
A008622,33,1,582845
A008623,55,10,9683871
A008624,54,20,6684162
A008625,52,20,2916446
A008626,42,1,1017329
A008627,24,30,5982279
A008628,51,5,4400515
A008629,66,10,9752043
A008630,22,20,6976570
A008631,64,1,6645267
A008632,61,20,1371750
A008633,58,20,9229459
A008634,53,10,7509085
A008635,68,20,5484905
A008636,49,10,5184783
A008637,26,1,7380657
A008638,26,30,7986398
A008639,49,1,1088443
A008640,31,30,3894205
A008641,19,20,5283721
A008642,56,5,82962
A008643,25,10,7071440
A008644,63,1,4954218
A008645,20,30,3208651
A008646,28,1,4692524
A008647,58,1,9006864
A008648,36,5,5073733
A008649,36,20,7930897
A008650,54,30,4760942
A008651,24,10,5749872
A008652,29,1,9663782
A008653,64,30,8231577
A008654,41,30,4043029
A008655,31,10,3030087
A008656,35,30,2937007
A008657,38,10,6553700
A008658,65,1,5674586
A008659,19,10,9302620
A008660,69,30,8844335
A008661,60,10,2066421
A008662,30,1,882184
A008663,44,5,2208092
A008664,41,1,9117420
A008665,59,1,5833181
A008666,54,30,7520021
A008667,25,1,5284963
A008668,69,1,6035441
A008669,19,30,6168975
A008670,59,20,4645251
A008671,64,10,8843292
A008672,65,20,7142850
A008673,27,1,5331333
A008674,46,20,1980679
A008675,41,10,1404291
A008676,69,5,9479132
A008677,19,1,3276994
A008678,69,5,3575747
A008679,61,10,451144
A008680,22,20,5606544
A008681,56,10,3689044
A008682,51,30,130926
A008683,55,20,2454427
A008684,32,1,6126192
A008685,67,5,3685839
A008686,39,20,9192605
A008687,21,30,5257179
A008688,41,20,9335660
A008689,22,5,6998012
A008690,50,10,4396860
A008691,29,20,5512449
A008692,46,1,2377449
A008693,67,1,6995599
A008694,67,30,2363349
A008695,29,20,2812201
A008696,61,10,1786159
A008697,58,5,471296
A008698,20,10,4001741
A008699,46,10,4722230
A008700,53,10,3404895
A008701,44,20,8489579
A008702,40,1,3118598
A008703,47,30,2611739
A008704,64,20,8911427
A008705,62,20,424158
A008706,43,5,1019156
A008707,20,30,5358624
A008708,33,10,1872914
A008709,62,20,9364510
A008710,54,1,6023608
A008711,56,30,7175948
A008712,34,20,4190588
A008713,25,10,7111927
A008714,43,1,3902877
A008715,53,10,7016033
A008716,54,10,5174043
A008717,49,1,8554722
A008718,68,30,5484117
